Item,Binomial (Alphabetical),word1,word2,Sentence (alphabetical),Sentence (nonalphabetical),Prime (alphabetical),Prime (nonalphabetical),Prime (unrelated),Questions
562,jaws and teeth,jaws,teeth,Teddy was surprised at how large the jaws and teeth of the crocodiles he saw at the swamp were.,Teddy was surprised at how large the teeth and jaws of the crocodiles he saw at the swamp were.,NA,NA,NA,NA
563,joy and pleasure,joy,pleasure,Tucking yourself into bed provides a great sense of joy and pleasure at the end of a long day.,Tucking yourself into bed provides a great sense of pleasure and joy at the end of a long day.,NA,NA,NA,NA
564,July and June,July,June,Max was planning to take off July and June from work so he could travel through Asia.,Max was planning to take off June and July from work so he could travel through Asia.,NA,NA,NA,NA
565,kind and quantity,kind,quantity,This was the kind and quantity of bread that he needed for the recipe.,This was the quantity and kind of bread that he needed for the recipe.,NA,NA,NA,NA
566,king and queen,king,queen,Everyone bowed as the king and queen entered the throne room.,Everyone bowed as the queen and king entered the throne room.,NA,NA,NA,NA
567,king and queen,king,queen,The festival held for the coronation of the king and queen was thoroughly enjoyed by all.,The festival held for the coronation of the queen and king was thoroughly enjoyed by all.,NA,NA,NA,NA
568,king and queen,king,queen,The loud trumpets announced the return of the king and queen from abroad.,The loud trumpets announced the return of the queen and king from abroad.,NA,NA,NA,NA
569,Kingston and Montreal,Kingston,Montreal,Christian wanted to visit Kingston and Montreal while on vaction in Canada.,Christian wanted to visit Montreal and Kingston while on vaction in Canada.,NA,NA,NA,NA
570,kitchen and pantry,kitchen,pantry,They wanted to renovate the kitchen and pantry before the renters moved in.,They wanted to renovate the pantry and kitchen before the renters moved in.,NA,NA,NA,NA
571,knowledge and skills,knowledge,skills,"Although Cassie's knowledge and skills were both strong, her exams were still difficult.","Although Cassie's skills and knowledge were both strong, her exams were still difficult.",NA,NA,NA,NA
572,labor and money,labor,money,The amount of labor and money required to keep the farm was not worth it to Mark.,The amount of money and labor required to keep the farm was not worth it to Mark.,NA,NA,NA,NA
573,laborers and servants,laborers,servants,The wealthy family had a budget for laborers and servants to work at their estate.,The wealthy family had a budget for servants and laborers to work at their estate.,NA,NA,NA,NA
574,land and sea,land,sea,They had to travel across land and sea to get to their final destination.,They had to travel across sea and land to get to their final destination.,NA,NA,NA,NA
575,landings and takeoffs,landings,takeoffs,Christian enjoyed watching the landings and takeoffs of the planes at the airport.,Christian enjoyed watching the takeoffs and landings of the planes at the airport.,NA,NA,NA,NA
576,lankier and lanky,lankier,lanky,My cousins were all lankier and lanky but were surprisingly strong.,My cousins were all lanky and lankier but were surprisingly strong.,NA,NA,NA,NA
577,lankier and lanky,lankier,lanky,"The boys in the video game club were lankier and lanky, since they were accustomed to sitting for long periods of time.","The boys in the video game club were lanky and lankier, since they were accustomed to sitting for long periods of time.",NA,NA,NA,NA
578,lankier and lanky,lankier,lanky,"The players on the team were lankier and lanky, as though it were a requirement for joining.","The players on the team were lanky and lankier, as though it were a requirement for joining.",NA,NA,NA,NA
579,law and order,law,order,There was a lack of law and order that caused some chaos.,There was a lack of order and law that caused some chaos.,NA,NA,NA,NA
580,law and sovereignty,law,sovereignty,They discussed both law and sovereignty in their political science class.,They discussed both sovereignty and law in their political science class.,NA,NA,NA,NA
581,leather and paper,leather,paper,He needed to get some leather and paper for his latest art project.,He needed to get some paper and leather for his latest art project.,NA,NA,NA,NA
582,leaves and limbs,leaves,limbs,All of the leaves and limbs of the trees obstructed the ocean view.,All of the limbs and leaves of the trees obstructed the ocean view.,NA,NA,NA,NA
583,lecturer and writer,lecturer,writer,She was both a lecturer and writer but wanted to be an actor instead.,She was both a writer and lecturer but wanted to be an actor instead.,NA,NA,NA,NA
584,left and right,left,right,You should look left and right before crossing the street.,You should look right and left before crossing the street.,NA,NA,NA,NA
585,legs and torso,legs,torso,"Both her legs and torso are extremely long, so she always has to get her clothes tailored.","Both her torso and legs are extremely long, so she always has to get her clothes tailored.",NA,NA,NA,NA
586,length and quality,length,quality,She thought the length and quality of the boat would impress her friends.,She thought the quality and length of the boat would impress her friends.,NA,NA,NA,NA
587,length and weight,length,weight,She took note of the length and weight of the bed before trying to bring it into the small room.,She took note of the weight and length of the bed before trying to bring it into the small room.,NA,NA,NA,NA
588,letters and magazines,letters,magazines,Xena read many of her old letters and magazines instead of going on her phone.,Xena read many of her old magazines and letters instead of going on her phone.,NA,NA,NA,NA
589,liberalism and progress,liberalism,progress,He discussed the connection between liberalism and progress with his friends who are political science majors.,He discussed the connection between progress and liberalism with his friends who are political science majors.,NA,NA,NA,NA
590,libraries and museums,libraries,museums,The amount of time he spent in libraries and museums surpassed the amount of time he spent at home.,The amount of time he spent in museums and libraries surpassed the amount of time he spent at home.,NA,NA,NA,NA
591,life and religion,life,religion,Jenny talked about life and religion with her brother and sister.,Jenny talked about religion and life with her brother and sister.,NA,NA,NA,NA
592,light and shadow,light,shadow,It is important to consider both light and shadow when creating a still life painting.,It is important to consider both shadow and light when creating a still life painting.,NA,NA,NA,NA
593,light and sound,light,sound,The exhibit used light and sound to create an attention-grabbing experience.,The exhibit used sound and light to create an attention-grabbing experience.,NA,NA,NA,NA
594,linen and silk,linen,silk,Betthany put her linen and silk shirts into the wash and they all shrank.,Betthany put her silk and linen shirts into the wash and they all shrank.,NA,NA,NA,NA
595,liquids and powders,liquids,powders,The factory used many different liquids and powders to make its products.,The factory used many different powders and liquids to make its products.,NA,NA,NA,NA
596,litter and newts,litter,newts,"After a big sale, litter and newts were all that remained of the pet store's inventory.","After a big sale, newts and litter were all that remained of the pet store's inventory.",NA,NA,NA,NA
597,litter and newts,litter,newts,The pet store was full of litter and newts when Martha visited on Saturday.,The pet store was full of newts and litter when Martha visited on Saturday.,NA,NA,NA,NA
598,litter and newts,litter,newts,"The store had a variety of litter and newts, which made choosing one very hard.","The store had a variety of newts and litter, which made choosing one very hard.",NA,NA,NA,NA
599,location and size,location,size,The couple told the realtor that location and size are the most important criteria for picking a house.,The couple told the realtor that size and location are the most important criteria for picking a house.,NA,NA,NA,NA
600,loss and profit,loss,profit,Learning to forecast loss and profit was a topic in Brian's business skills class.,Learning to forecast profit and loss was a topic in Brian's business skills class.,NA,NA,NA,NA
601,loss and profit,loss,profit,"The entrepeneur had a tumultuous career, but handled both loss and profit well enough to secure a comfortable retirement.","The entrepeneur had a tumultuous career, but handled both profit and loss well enough to secure a comfortable retirement.",NA,NA,NA,NA
602,loss and profit,loss,profit,The struggling businessman didn't understand loss and profit as well as he should have.,The struggling businessman didn't understand profit and loss as well as he should have.,NA,NA,NA,NA
603,machinery and power,machinery,power,She didn't think they had enough machinery and power to fulfill the large bulk order.,She didn't think they had enough power and machinery to fulfill the large bulk order.,NA,NA,NA,NA
604,machinery and tractors,machinery,tractors,"He sold machinery and tractors for a living, but he wanted to open a bakery.","He sold tractors and machinery for a living, but he wanted to open a bakery.",NA,NA,NA,NA
605,magazines and newspapers,magazines,newspapers,Paul primarily got his news through magazines and newspapers rather than through television.,Paul primarily got his news through newspapers and magazines rather than through television.,NA,NA,NA,NA
606,magazines and newspapers,magazines,newspapers,There is much concern about the future of magazines and newspapers in a society that is increasingly online.,There is much concern about the future of newspapers and magazines in a society that is increasingly online.,NA,NA,NA,NA
607,magazines and newspapers,magazines,newspapers,"When he went to bookstores, Peter usually looked at magazines and newspapers instead of novels.","When he went to bookstores, Peter usually looked at newspapers and magazines instead of novels.",NA,NA,NA,NA
608,magazines and newspapers,magazines,newspapers,Anna has written articles for many magazines and newspapers throughout her career as a journalist.,Anna has written articles for many newspapers and magazines throughout her career as a journalist.,NA,NA,NA,NA
609,magic and superstition,magic,superstition,He thinks magic and superstition are definitely not real.,He thinks superstition and magic are definitely not real.,NA,NA,NA,NA
610,malaria and typhoid,malaria,typhoid,Trina got her malaria and typhoid vaccines before travelling the world.,Trina got her typhoid and malaria vaccines before travelling the world.,NA,NA,NA,NA
611,mamma and papa,mamma,papa,Antonio wants to spend a lot of time with his mamma and papa while they are in town.,Antonio wants to spend a lot of time with his papa and mamma while they are in town.,NA,NA,NA,NA
612,man and nature,man,nature,Harry wanted to talk about how man and nature interact in today's society.,Harry wanted to talk about how nature and man interact in today's society.,NA,NA,NA,NA
613,man and wife,man,wife,I learned that the man and wife got married after dating for 5 years.,I learned that the wife and man got married after dating for 5 years.,NA,NA,NA,NA
614,man and woman,man,woman,He noticed that both the man and woman had green sneakers on.,He noticed that both the woman and man had green sneakers on.,NA,NA,NA,NA
615,marooned and missing,marooned,missing,The crew was declared marooned and missing after a sudden storm ended with their ship stuck on a reef.,The crew was declared missing and marooned after a sudden storm ended with their ship stuck on a reef.,NA,NA,NA,NA
616,marooned and missing,marooned,missing,The people on the flight were marooned and missing after a crash landing on the island.,The people on the flight were missing and marooned after a crash landing on the island.,NA,NA,NA,NA
617,marooned and missing,marooned,missing,The pirate was marooned and missing for nearly five months.,The pirate was missing and marooned for nearly five months.,NA,NA,NA,NA
618,masculine and undignified,masculine,undignified,Peter met a man who was masculine and undignified at the conference he went to last month.,Peter met a man who was undignified and masculine at the conference he went to last month.,NA,NA,NA,NA
619,masculine and undignified,masculine,undignified,She regretted going on a date with the masculine and undignified man she met at the bar.,She regretted going on a date with the undignified and masculine man she met at the bar.,NA,NA,NA,NA
620,masculine and undignified,masculine,undignified,The duchess was interested in the masculine and undignified suitor for a very long time before she met the prince.,The duchess was interested in the undignified and masculine suitor for a very long time before she met the prince.,NA,NA,NA,NA
621,match and mix,match,mix,I like to match and mix my clothing to create new outfits.,I like to mix and match my clothing to create new outfits.,NA,NA,NA,NA
622,match and mix,match,mix,"I like when a store has match and mix sales, so I don't have to buy two of the same thing to get a discount.","I like when a store has mix and match sales, so I don't have to buy two of the same thing to get a discount.",NA,NA,NA,NA
623,match and mix,match,mix,The furniture store's match and mix sale made it much easier to furnish multiple rooms.,The furniture store's mix and match sale made it much easier to furnish multiple rooms.,NA,NA,NA,NA
624,math and science,math,science,Ricky discovered that math and science are his favorite subjects in school.,Ricky discovered that science and math are his favorite subjects in school.,NA,NA,NA,NA
625,meaning and origin,meaning,origin,Michael was confused about both the meaning and origin of the folk tale he had just heard.,Michael was confused about both the origin and meaning of the folk tale he had just heard.,NA,NA,NA,NA
626,means and motives,means,motives,He was trying to understand the means and motives behind this controversial decision.,He was trying to understand the motives and means behind this controversial decision.,NA,NA,NA,NA
627,men and objects,men,objects,The artist painted men and objects for the museum's upcoming exhibit.,The artist painted objects and men for the museum's upcoming exhibit.,NA,NA,NA,NA
628,men and officers,men,officers,Nicole's history textbook listed an estimate of the number of men and officers who died during the civil war.,Nicole's history textbook listed an estimate of the number of officers and men who died during the civil war.,NA,NA,NA,NA
629,men and women,men,women,Jen thought that the men and women in her dance class were all very talented.,Jen thought that the women and men in her dance class were all very talented.,NA,NA,NA,NA
630,men and women,men,women,The disparity between the wages of men and women in the workforce is a major concern for many.,The disparity between the wages of women and men in the workforce is a major concern for many.,NA,NA,NA,NA
631,men and women,men,women,There were an equal number of men and women who applied to the business school this year.,There were an equal number of women and men who applied to the business school this year.,NA,NA,NA,NA
632,men and women,men,women,The guard instructed the men and women to form an orderly line.,The guard instructed the women and men to form an orderly line.,NA,NA,NA,NA
633,methods and principles,methods,principles,She didn't agree with the company's methods and principles so she made her opinion known.,She didn't agree with the company's principles and methods so she made her opinion known.,NA,NA,NA,NA
634,minerals and vitamins,minerals,vitamins,The human body needs both minerals and vitamins in order to continue functioning properly.,The human body needs both vitamins and minerals in order to continue functioning properly.,NA,NA,NA,NA
635,misery and pain,misery,pain,The people experienced misery and pain after they were shipwrecked for months.,The people experienced pain and misery after they were shipwrecked for months.,NA,NA,NA,NA
636,money and numbers,money,numbers,Tom liked money and numbers so he decided to become an accountant.,Tom liked numbers and money so he decided to become an accountant.,NA,NA,NA,NA
637,money and papers,money,papers,Alice brought both the money and papers that were required to buy the house.,Alice brought both the papers and money that were required to buy the house.,NA,NA,NA,NA
638,money and time,money,time,The amount of money and time required to fix up the old car made it quite the project.,The amount of time and money required to fix up the old car made it quite the project.,NA,NA,NA,NA
639,months and years,months,years,"After many tiring months and years, the author finally published their book.","After many tiring years and months, the author finally published their book.",NA,NA,NA,NA
640,moon and sun,moon,sun,Rebecca got a moon and sun tattooed on her left arm.,Rebecca got a sun and moon tattooed on her left arm.,NA,NA,NA,NA
641,morning and night,morning,night,Kevin worked both morning and night shifts as an ER nurse.,Kevin worked both night and morning shifts as an ER nurse.,NA,NA,NA,NA
642,mother and son,mother,son,Jack spent more time with his mother and son than any other family member.,Jack spent more time with his son and mother than any other family member.,NA,NA,NA,NA
643,mouth and nostrils,mouth,nostrils,"Evan took a look at the mouth and nostrils of his dog, and compared them to his own.","Evan took a look at the nostrils and mouth of his dog, and compared them to his own.",NA,NA,NA,NA
644,movements and positions,movements,positions,"After hurting her foot, certain movements and positions caused her a lot of pain.","After hurting her foot, certain positions and movements caused her a lot of pain.",NA,NA,NA,NA
645,movements and speech,movements,speech,Natalie studied the movements and speech of young children in her development psychology class.,Natalie studied the speech and movements of young children in her development psychology class.,NA,NA,NA,NA
646,mr. and mrs.,mr.,mrs.,The couple call each other mr. and mrs. Smith even though they aren't married.,The couple call each other mrs. and mr. Smith even though they aren't married.,NA,NA,NA,NA
647,muscles and nerves,muscles,nerves,Allison felt like her muscles and nerves were on fire after running a marathon.,Allison felt like her nerves and muscles were on fire after running a marathon.,NA,NA,NA,NA
648,muskets and swords,muskets,swords,Soldiers used to use muskets and swords when they fought in battles.,Soldiers used to use swords and muskets when they fought in battles.,NA,NA,NA,NA
649,name and year,name,year,Jasmine wanted to know the name and year of the car her friend was selling.,Jasmine wanted to know the year and name of the car her friend was selling.,NA,NA,NA,NA
650,names and numbers,names,numbers,The host asked for both the names and numbers of the people who wanted to make reservations.,The host asked for both the numbers and names of the people who wanted to make reservations.,NA,NA,NA,NA
651,nationalism and sovereignty,nationalism,sovereignty,He wrote a paper on nationalism and sovereignty for his political science class.,He wrote a paper on sovereignty and nationalism for his political science class.,NA,NA,NA,NA
652,nature and size,nature,size,Sometimes it is hard to figure out the nature and size of a problem just from reading about it in the news.,Sometimes it is hard to figure out the size and nature of a problem just from reading about it in the news.,NA,NA,NA,NA
653,needle and thread,needle,thread,He needed a needle and thread to fix the hole in his shirt.,He needed a thread and needle to fix the hole in his shirt.,NA,NA,NA,NA
654,neighborhood and school,neighborhood,school,The fantastic neighborhood and school made the price of the house extremely high.,The fantastic school and neighborhood made the price of the house extremely high.,NA,NA,NA,NA
655,nights and weekends,nights,weekends,Clare spent her nights and weekends working on new recipes for the cookbook she was writing.,Clare spent her weekends and nights working on new recipes for the cookbook she was writing.,NA,NA,NA,NA
656,nitrogen and oxygen,nitrogen,oxygen,The atmosphere is composed of nitrogen and oxygen as well as other elements.,The atmosphere is composed of oxygen and nitrogen as well as other elements.,NA,NA,NA,NA
657,north and south,north,south,The family moved north and south a couple of times before deciding on their current home.,The family moved south and north a couple of times before deciding on their current home.,NA,NA,NA,NA
658,north and west,north,west,The boat sailed north and west to get to its destination.,The boat sailed west and north to get to its destination.,NA,NA,NA,NA
659,nose and throat,nose,throat,Springtime allergies make my nose and throat a lot more irritated than the rest of the year.,Springtime allergies make my throat and nose a lot more irritated than the rest of the year.,NA,NA,NA,NA
660,novelist and poet,novelist,poet,Lydia is a successful novelist and poet and is praised for her writing style.,Lydia is a successful poet and novelist and is praised for her writing style.,NA,NA,NA,NA
661,novels and stories,novels,stories,The famous author had published many novels and stories over the past twenty years.,The famous author had published many stories and novels over the past twenty years.,NA,NA,NA,NA
662,novels and tales,novels,tales,He had always loved novels and tales so he majored in English in college.,He had always loved tales and novels so he majored in English in college.,NA,NA,NA,NA
663,nurses and patriarchs,nurses,patriarchs,My grandparents were all nurses and patriarchs when they were alive.,My grandparents were all patriarchs and nurses when they were alive.,NA,NA,NA,NA
664,nurses and patriarchs,nurses,patriarchs,The building was full of nurses and patriarchs talking loudly about their plans.,The building was full of patriarchs and nurses talking loudly about their plans.,NA,NA,NA,NA
665,nurses and patriarchs,nurses,patriarchs,The hotel lobby was full of nurses and patriarchs eager for the start of the conference.,The hotel lobby was full of patriarchs and nurses eager for the start of the conference.,NA,NA,NA,NA
666,order and truth,order,truth,The judge wanted order and truth from the lawyers and witnesses.,The judge wanted truth and order from the lawyers and witnesses.,NA,NA,NA,NA
667,pad and pencil,pad,pencil,Antonio brought his pad and pencil to sketch the statues in the park.,Antonio brought his pencil and pad to sketch the statues in the park.,NA,NA,NA,NA
668,pail and shovel,pail,shovel,Cassie's parents packed the pail and shovel in order to be able to build sand castles at the beach.,Cassie's parents packed the shovel and pail in order to be able to build sand castles at the beach.,NA,NA,NA,NA
669,pain and pressure,pain,pressure,Jeremy felt pain and pressure in his chest that concerned him.,Jeremy felt pressure and pain in his chest that concerned him.,NA,NA,NA,NA
670,pain and shame,pain,shame,Todd felt pain and shame when he talked about his divorce.,Todd felt shame and pain when he talked about his divorce.,NA,NA,NA,NA
671,pain and suffering,pain,suffering,Blake dislikes seeing all the pain and suffering in the world when he watches the news.,Blake dislikes seeing all the suffering and pain in the world when he watches the news.,NA,NA,NA,NA
672,pain and suffering,pain,suffering,Harold was prescribed medication to ease the pain and suffering associated with his condition.,Harold was prescribed medication to ease the suffering and pain associated with his condition.,NA,NA,NA,NA
673,pain and suffering,pain,suffering,I hate to see the pain and suffering my mom goes through after chemo treatments.,I hate to see the suffering and pain my mom goes through after chemo treatments.,NA,NA,NA,NA
674,palm and pine,palm,pine,Frank decided that palm and pine trees are his favorite.,Frank decided that pine and palm trees are his favorite.,NA,NA,NA,NA
675,paper and pen,paper,pen,"Even though most people use computers, I prefer to use paper and pen to take my notes in class.","Even though most people use computers, I prefer to use pen and paper to take my notes in class.",NA,NA,NA,NA
676,paris and washington,paris,washington,Connor spent his summer in paris and washington even though he wanted to travel to China.,Connor spent his summer in washington and paris even though he wanted to travel to China.,NA,NA,NA,NA
677,past and present,past,present,By comparing the past and present we can learn about universal human tendencies.,By comparing the present and past we can learn about universal human tendencies.,NA,NA,NA,NA
678,past and present,past,present,In both her past and present she experienced many setbacks in her career.,In both her present and past she experienced many setbacks in her career.,NA,NA,NA,NA
679,past and present,past,present,It is important to examine both the past and present when trying to determine what the future holds.,It is important to examine both the present and past when trying to determine what the future holds.,NA,NA,NA,NA
680,pattern and sequence,pattern,sequence,They discussed the connection between a pattern and sequence in their math class today.,They discussed the connection between a sequence and pattern in their math class today.,NA,NA,NA,NA
681,peace and quiet,peace,quiet,The students reserved a spot in the library for some peace and quiet to study for their upcoming exams.,The students reserved a spot in the library for some quiet and peace to study for their upcoming exams.,NA,NA,NA,NA
682,peace and war,peace,war,The anthropologist studied the way different cultures conceived of peace and war during the Middle Ages.,The anthropologist studied the way different cultures conceived of war and peace during the Middle Ages.,NA,NA,NA,NA
683,peace and war,peace,war,The group of friends liked to discuss peace and war in their philosophy club.,The group of friends liked to discuss war and peace in their philosophy club.,NA,NA,NA,NA
684,peace and war,peace,war,The seemingly endless cycle of peace and war made it difficult for the lower class to establish stable lives.,The seemingly endless cycle of war and peace made it difficult for the lower class to establish stable lives.,NA,NA,NA,NA
685,pepper and salt,pepper,salt,The food is in need of pepper and salt because it's rather bland.,The food is in need of salt and pepper because it's rather bland.,NA,NA,NA,NA
686,personnel and ships,personnel,ships,The company needed personnel and ships to carry out all the work they had to do.,The company needed ships and personnel to carry out all the work they had to do.,NA,NA,NA,NA
687,piano and violin,piano,violin,Alex loved to play the piano and violin so they took lessons for both instruments.,Alex loved to play the violin and piano so they took lessons for both instruments.,NA,NA,NA,NA
688,pies and puddings,pies,puddings,The baseball team had a bake sale with pies and puddings to raise money for new uniforms.,The baseball team had a bake sale with puddings and pies to raise money for new uniforms.,NA,NA,NA,NA
689,pilot and plane,pilot,plane,There was a need for a pilot and plane for the flight to Hawaii.,There was a need for a plane and pilot for the flight to Hawaii.,NA,NA,NA,NA
690,pitch and volume,pitch,volume,Musicians pride themselves on being able to adjust pitch and volume in order to produce art.,Musicians pride themselves on being able to adjust volume and pitch in order to produce art.,NA,NA,NA,NA
691,place and time,place,time,Finding a place and time for the meeting was very difficult due to the boss's busy schedule.,Finding a time and place for the meeting was very difficult due to the boss's busy schedule.,NA,NA,NA,NA
692,plans and projects,plans,projects,She had many plans and projects in the works for her small business.,She had many projects and plans in the works for her small business.,NA,NA,NA,NA
693,poetry and prose,poetry,prose,The professor taught both poetry and prose in his Renaissance literature class.,The professor taught both prose and poetry in his Renaissance literature class.,NA,NA,NA,NA
694,politics and religion,politics,religion,The strangers wanted to avoid discussing politics and religion to avoid starting an argument.,The strangers wanted to avoid discussing religion and politics to avoid starting an argument.,NA,NA,NA,NA
695,power and resources,power,resources,The business had the power and resources to create a multi-million dollar company.,The business had the resources and power to create a multi-million dollar company.,NA,NA,NA,NA
696,power and trade,power,trade,The country's lack of power and trade caused many financial problems.,The country's lack of trade and power caused many financial problems.,NA,NA,NA,NA
697,power and variety,power,variety,Brian said that the power and variety of the cars at the dealership left him unimpressed.,Brian said that the variety and power of the cars at the dealership left him unimpressed.,NA,NA,NA,NA
698,powers and processes,powers,processes,They lacked the necessary powers and processes to finish the job.,They lacked the necessary processes and powers to finish the job.,NA,NA,NA,NA
699,pressure and temperature,pressure,temperature,He learned about the relationship between pressure and temperature in his science class.,He learned about the relationship between temperature and pressure in his science class.,NA,NA,NA,NA
700,prose and verse,prose,verse,They discussed differences between prose and verse in her writing class.,They discussed differences between verse and prose in her writing class.,NA,NA,NA,NA
701,puppies and tigers,puppies,tigers,"In my dream, I had puppies and tigers that I kept as pets.","In my dream, I had tigers and puppies that I kept as pets.",NA,NA,NA,NA
702,puppies and tigers,puppies,tigers,"She wondered if puppies and tigers would get along, but had no way of testing the question.","She wondered if tigers and puppies would get along, but had no way of testing the question.",NA,NA,NA,NA
703,puppies and tigers,puppies,tigers,The coloring book had lots of pictures of puppies and tigers in it.,The coloring book had lots of pictures of tigers and puppies in it.,NA,NA,NA,NA
704,radar and radio,radar,radio,The soldiers used radar and radio to plan their next moves.,The soldiers used radio and radar to plan their next moves.,NA,NA,NA,NA
705,radio and television,radio,television,Seth follows both radio and television broadcasts to stay informed about current events.,Seth follows both television and radio broadcasts to stay informed about current events.,NA,NA,NA,NA
706,radio and television,radio,television,"Susie didn't like to read, so radio and television were her favorite forms of entertainment.","Susie didn't like to read, so television and radio were her favorite forms of entertainment.",NA,NA,NA,NA
707,radio and television,radio,television,The advent of radio and television marked the beginning of the decline of newspapers.,The advent of television and radio marked the beginning of the decline of newspapers.,NA,NA,NA,NA
708,radio and television,radio,television,Tania wanted to work in both radio and television and couldn't decide which she liked more.,Tania wanted to work in both television and radio and couldn't decide which she liked more.,NA,NA,NA,NA
709,rats and sharks,rats,sharks,Billy drew almost nothing but rats and sharks day after day in elementary school art class.,Billy drew almost nothing but sharks and rats day after day in elementary school art class.,NA,NA,NA,NA
710,rats and sharks,rats,sharks,Jenny was interested in rats and sharks as a young child.,Jenny was interested in sharks and rats as a young child.,NA,NA,NA,NA
711,rats and sharks,rats,sharks,"Teresa loved rats and sharks, and wanted to be a biologist when she grew up.","Teresa loved sharks and rats, and wanted to be a biologist when she grew up.",NA,NA,NA,NA
712,read and write,read,write,"Although she had been studying it for a while, she was just beginning to learn to read and write in German.","Although she had been studying it for a while, she was just beginning to learn to write and read in German.",NA,NA,NA,NA
713,read and write,read,write,Some children enjoy learning to read and write but others dislike it.,Some children enjoy learning to write and read but others dislike it.,NA,NA,NA,NA
714,read and write,read,write,The ability to read and write is an important factor in determining a person's success.,The ability to write and read is an important factor in determining a person's success.,NA,NA,NA,NA
715,receivers and senders,receivers,senders,Both the receivers and senders of the letters visited the post office often.,Both the senders and receivers of the letters visited the post office often.,NA,NA,NA,NA
716,research and training,research,training,The surgeon had to do a lot of research and training before attempting the risky procedure.,The surgeon had to do a lot of training and research before attempting the risky procedure.,NA,NA,NA,NA
717,resources and riches,resources,riches,The couple had the resources and riches to start their own company.,The couple had the riches and resources to start their own company.,NA,NA,NA,NA
718,right and wrong,right,wrong,Historians can attest to the fact that right and wrong have often been determined by the victor in a conflict.,Historians can attest to the fact that wrong and right have often been determined by the victor in a conflict.,NA,NA,NA,NA
719,right and wrong,right,wrong,"In many cases, what is right and wrong is subjective opinion.","In many cases, what is wrong and right is subjective opinion.",NA,NA,NA,NA
720,right and wrong,right,wrong,Teaching children what is right and wrong is a difficult task for parents.,Teaching children what is wrong and right is a difficult task for parents.,NA,NA,NA,NA
721,rights and wrongs,rights,wrongs,She considered the rights and wrongs of the situation before moving forward.,She considered the wrongs and rights of the situation before moving forward.,NA,NA,NA,NA
722,river and sky,river,sky,"On an afternoon walk, Cindy noticed that the river and sky were the same shade of blue.","On an afternoon walk, Cindy noticed that the sky and river were the same shade of blue.",NA,NA,NA,NA
723,rock and roll,rock,roll,He said he was ready to rock and roll after getting off of work.,He said he was ready to roll and rock after getting off of work.,NA,NA,NA,NA
724,safe and sound,safe,sound,"After the storm, Haley was glad to hear that her grandparents were safe and sound in their country home.","After the storm, Haley was glad to hear that her grandparents were sound and safe in their country home.",NA,NA,NA,NA
725,safe and sound,safe,sound,Every night the baby lay safe and sound in her crib.,Every night the baby lay sound and safe in her crib.,NA,NA,NA,NA
726,safe and sound,safe,sound,My aunt was relieved to find her wedding dress still safe and sound after a burglar robbed her house.,My aunt was relieved to find her wedding dress still sound and safe after a burglar robbed her house.,NA,NA,NA,NA
727,sailors and soldiers,sailors,soldiers,"The little boy thought sailors and soldiers were cool, so he liked to dress up as them for Halloween.","The little boy thought soldiers and sailors were cool, so he liked to dress up as them for Halloween.",NA,NA,NA,NA
728,schools and synagogues,schools,synagogues,There are some places that have schools and synagogues within the same vicinity.,There are some places that have synagogues and schools within the same vicinity.,NA,NA,NA,NA
729,science and tactics,science,tactics,Cynthia didn't understand the science and tactics behind the experiment she was reading about.,Cynthia didn't understand the tactics and science behind the experiment she was reading about.,NA,NA,NA,NA
730,searching and yearning,searching,yearning,It took a lot of searching and yearning to figure out what she wanted to do.,It took a lot of yearning and searching to figure out what she wanted to do.,NA,NA,NA,NA
731,secrecy and stealth,secrecy,stealth,The spy used secrecy and stealth to carry out his job assignments.,The spy used stealth and secrecy to carry out his job assignments.,NA,NA,NA,NA
732,shares and stocks,shares,stocks,The broker bought some risky shares and stocks without knowing it and only discovered it later.,The broker bought some risky stocks and shares without knowing it and only discovered it later.,NA,NA,NA,NA
733,shares and stocks,shares,stocks,The couple decided to buy some shares and stocks as an investment for the future.,The couple decided to buy some stocks and shares as an investment for the future.,NA,NA,NA,NA
734,shares and stocks,shares,stocks,Valerie didn't know how to buy shares and stocks so she asked a friend to help her.,Valerie didn't know how to buy stocks and shares so she asked a friend to help her.,NA,NA,NA,NA
735,ships and weapons,ships,weapons,There are too many ships and weapons according to Jack's uncle.,There are too many weapons and ships according to Jack's uncle.,NA,NA,NA,NA
736,shirt and waistcoat,shirt,waistcoat,They needed to buy a new shirt and waistcoat for the upcoming event.,They needed to buy a new waistcoat and shirt for the upcoming event.,NA,NA,NA,NA
737,shoes and socks,shoes,socks,"When it rains, your shoes and socks become more of a nuisance than something to protect your feet.","When it rains, your socks and shoes become more of a nuisance than something to protect your feet.",NA,NA,NA,NA
738,shooting and yelling,shooting,yelling,The movie had a lot of shooting and yelling which made Peter upset.,The movie had a lot of yelling and shooting which made Peter upset.,NA,NA,NA,NA
739,shower and tub,shower,tub,Lilly wanted to install a shower and tub into her new bathroom.,Lilly wanted to install a tub and shower into her new bathroom.,NA,NA,NA,NA
740,sidewalks and streets,sidewalks,streets,All of the sidewalks and streets were so busy that Mike decided not to leave his house.,All of the streets and sidewalks were so busy that Mike decided not to leave his house.,NA,NA,NA,NA
